"ID_Substanz";"Name";"Parameter-ID";"CASNr - Gemisch";"Kommentar";"Chem_ID_OZ";"Micropol_ID";"AnalytikDB_ID";"PPDB_ID";"relevante Isomere";"InChIKey"
1774;"Efavirenz";"Efavirenz";"154598-52-4";;;;3292;;;"XPOQHMRABVBWPR-ZDUSSCGKSA-N"
1775;"Oxidronsäure";;"15468-10-7";;;;;;;"HJZKOAYDRQLPME-UHFFFAOYSA-N"
1776;"Carmustin";;"154-93-8";;;;;;;"DLGOEMSEDOSKAD-UHFFFAOYSA-N"
1777;"Emodepsid";;"155030-63-0";;;;;1838;;"ZMQMTKVVAMWKNY-YSXLEBCMSA-N"
1778;"Bimatoprost";;"155206-00-1";;;;10817;;;"AQOKCDNYWBIDND-FTOWTWDKSA-N"
1779;"Glycerophosphas";;"1555-56-2";;;;;;;"GEKBIENFFVFKRG-UHFFFAOYSA-L"
1780;"ioflupan (123-I)";;"155798-07-5";;;;;;;"HXWLAJVUJSVENX-HFIFKADTSA-N"
1781;"Ivabradin";;"155974-00-8";"1086026-42-7";;;;;;"ACRHBAYQBXXRTO-OAQYLSRUSA-N"
1782;"Pyridostigmin";;"155-97-5";"101-26-8";;;;;;"RVOLLAQWKVFTGE-UHFFFAOYSA-N"
1783;"Cisplatin";;"15663-27-1  ";;;;;;;"DQLATGHUWYMOKM-UHFFFAOYSA-L"
1784;"Sulpirid";"Sulpirid";"15676-16-1";;;;3027;;;"BGRJTUBHPOOWDU-UHFFFAOYSA-N"
1785;"Cefalexin";;"15686-71-2";;;;3014;1791;;"ZAIPMKNFIOOWCQ-UEKVPHQBSA-N"
1786;"Pyrantel";;"15686-83-6";"22204-24-6";;;;3729;;"YSAUAVHXTIETRK-AATRIKPKSA-N"
1787;"Embutramid";;"15687-14-6";;;;;;;"LMBMDLOSPKIWAP-UHFFFAOYSA-N"
1788;"Naftazon";;"15687-37-3";;;;;;;"AGSIRJFXAANBMW-UHFFFAOYSA-N"
1789;"Travoprost";;"157283-68-6";;;;;;;"MKPLKVHSHYCHOC-AHTXBMBWSA-N"
1790;"Cromoglicinsäure";;"16110-51-3";"Dinatriumsalz: 15826-37-6 Analytik_DB: 4126";;;10279;;;"IMZMKUWMOSJXDT-UHFFFAOYSA-N"
1791;"Frovatriptan";;"158747-02-5";;;;;;;"XPSQPHWEGNHMSK-SECBINFHSA-N"
1792;"Distigminbromid";;"15876-67-2";;;;;;;"GJHSNEVFXQVOHR-UHFFFAOYSA-L"
1793;"Montelukast";;"158966-92-8";"151767-02-1";;;10722;;;"UCHDWCPVSPXUMX-TZIWLTJVSA-N"
1794;"Clonazepam";;"1622-61-3";;;;10515;;;"DGBIGWXXNGSACT-UHFFFAOYSA-N"
1795;"Flunitrazepam";;"1622-62-4";;;;3681;;;"PPTYJKAXVCCBDU-UHFFFAOYSA-N"
1796;"Ezetimib";;"163222-33-1";;;;10694;;;"OLNTVTPDXPETLC-XPWALMASSA-N"
1797;"Teriflunomid";;"163451-81-8";;;;;;;"UTNUDOFZCWSZMS-YFHOEESVSA-N"
1798;"Cangrelor";;"163706-06-7";"163706-36-3";;;;;;"PAEBIVWUMLRPSK-IDTAVKCVSA-N"
1799;"Diethanolamini Fusidas";;"16391-75-6";;;;;;;"OQZZCXRLEFBPLZ-JCJNLNMISA-N"
1800;"Dutasterid";;"164656-23-9";;;;;;;"JWJOTENAMICLJG-QWBYCMEYSA-N"
1801;"Azaperon";;"1649-18-9";;;;;1871;;"XTKDAFGWCDAMPY-UHFFFAOYSA-N"
1802;"Bendamustin";;"16506-27-7";"3543-75-7";;;;;;"YTKUWDBFDASYHO-UHFFFAOYSA-N"
1803;"Selamectin";;"165108-07-6";;;;;1872;;"AFJYYKSVHJGXSN-XHKIUTQPSA-N"
1804;"Linezolid";"Linezolid";"165800-03-3";;;;3291;;;"TYZROVQLWOKYKF-ZDUSSCGKSA-N"
1805;"Ganciclovir";;"82410-32-0";;;;11019;;;"IRSCQMHQWWYFCW-UHFFFAOYSA-N"
1806;"Zolpidem";"Zolpidem";"82626-48-0";"99294-93-6";;;2801;;;"ZAFYATHCZYHLPB-UHFFFAOYSA-N"
1807;"Perindopril";"Perindopril";"82834-16-0";"612548-45-5";;;3026;;;"IPVQLZZIHOAWMC-QXKUPLGCSA-N"
1808;"Atomoxetin";"Atomoxetin";"83015-26-3";"82248-59-7";;;2846;;;"VHGCDTVCOLNTBX-QGZVFWFLSA-N"
1809;"Dembrexin";;"83200-09-3";;;;;;;"GEDPQKGMHLHFOZ-UHFFFAOYSA-N"
1810;"Methylprednisolon";"Methylprednisolon";"83-43-2";"121673-01-6, 570-35-4, 53-36-1";;;2621;1936;;"VHRSUDSXCMQTMA-PJHHCJLFSA-N"
1811;"Mifamurtid";;"83461-56-7";"838853-48-8";;;;;;"JMUHBNWAORSSBD-WKYWBUFDSA-N"
1812;"Ropivacain";"Ropivacain";"84057-95-4";"132112-35-7";;;10974;;;"ZKMNUMMKYBVTFN-HNNXBMFYSA-N"
1813;"Canagliflozin";;"842133-18-0";"928672-86-0";;;10688;;;"XTNGUQKDFGDXSJ-ZXGKGEBGSA-N"
1814;"Tetryzolin";;"84-22-0";"522-48-5";;;;;;"BYJAVTDNIXVSPW-UHFFFAOYSA-N"
1815;"Mifepriston";;"84371-65-3";;;;;;;"VKHAHZOOUSRJNA-GCNJZUOMSA-N"
1816;"Olodaterol";;"868049-49-4";"869477-96-3";;;;;;"COUYJEVMBVSIHV-SFHVURJKSA-N"
1817;"Umeclidin";;"869185-19-3";"869113-09-7";;;;;;"FVTWTVQXNAJTQP-UHFFFAOYSA-N"
1818;"Idelalisib";;"870281-82-6";;;;;;;"IFSDAJWBUCMOAH-HNNXBMFYSA-N"
1819;"Emedastin";;"87233-61-2";"87233-62-3";;;;;;"KBUZBQVCBVDWKX-UHFFFAOYSA-N"
1820;"Hydroxyethylsalicylat";;"87-28-5";;;;;;;"LVYLCBNXHHHPSB-UHFFFAOYSA-N"
1821;"Ivacaftor";;"873054-44-5";;;;;;;"PURKAOJPTOLRMP-UHFFFAOYSA-N"
1822;"Isosorbiddinitrat";;"87-33-2";;;;;;;"MOYKHGMNXAOIAT-JGWLITMVSA-N"
1823;"Ramipril";;"87333-19-5";;;;;1888;;"HDACQVRGBOVJII-JBDAPHQKSA-N"
1824;"Regadenoson";;"875148-45-1";;;;;;;"CDQVVPUXSPZONN-WPPLYIOHSA-N"
1825;"Trandolapril";;"87679-37-6";;;;;;;"VXFJYXUZANRPDJ-WTNASJBWSA-N"
1826;"Naltrexon";"Naltrexon";"16590-41-3";"16676-29-2";;;2830;;;"DQCKKXVULJGBQN-XFWGSAIBSA-N"
1827;"Doxepin";;"1668-19-5";"1229-29-4";;;3676;;;"ODQWQRRAPPTVAG-GZTJUZNOSA-N"
1828;"Clevidipin";;"167221-71-8";;;;;;;"KPBZROQVTHLCDU-UHFFFAOYSA-N"
1829;"Ornidazol";;"16773-42-5";;;;;;;"IPWKIXLWTCNBKN-UHFFFAOYSA-N"
1830;"Spectinomycin";;"1695-77-8";"23312-56-3";;;;;;"UNFWWIHTNXNPBV-WXKVUWSESA-N"
1831;"Celecoxib";;"169590-42-5";;;;;;;"RZEKVGVHFLEQIL-UHFFFAOYSA-N"
1832;"Mavacoxib";;"170569-88-7";;;;;1875;;"TTZNQDOUNXBMJV-UHFFFAOYSA-N"
1833;"Aprepitant";;"170729-80-3";;;;;;;"ATALOFNDEOCMKK-OITMNORJSA-N"
1834;"Posaconazol";;"171228-49-2";;;;;;;"RAGOYPUPXAKGKH-XAKZXMRKSA-N"
1835;"Tadalafil";;"171596-29-5";;;;10953;;;"WOXKDUGGOYFFRN-IIBYNOLFSA-N"
1836;"Mepivacain";"Mepivacain";"96-88-8";"1722-62-9, 22801-44-1";;;3126;;;"INWLQCZOYSRPNW-UHFFFAOYSA-N"
1837;"Butafosfan";;"17316-67-5";;;;;3793;;"YHLWPOLSPCBOPC-UHFFFAOYSA-O"
1838;"Clomipramin";;"303-49-1";"17321-77-6, 83162-38-3";561;;3669;1812;;"GDLIGKIOYRNHDA-UHFFFAOYSA-N"
1839;"Aliskiren";"Aliskiren";"173334-57-1";"173334-58-2";;;3123;;;"UXOWGYHJODZGMF-QORCZRPOSA-N"
1840;"Dinatrii Eosin";;"17372-87-1";;;;;;;"SEACYXSIPDVVMV-UHFFFAOYSA-L"
1841;"Riluzol";;"1744-22-5";;;;;;;"FTALBRSUTCGOEG-UHFFFAOYSA-N"
1842;"Tipranavir";;"174484-41-4";;;;;;;"SUJUHGSWHZTSEU-FYBSXPHGSA-N"
1843;"Lacosamid";;"175481-36-4";;;;3627;;;"VPPJLAIAVCUEMN-GFCCVEGCSA-N"
1844;"Tapentadol";;"175591-23-8";"175591-09-0";;;10800;;;"KWTWDQCKEHXFFR-SMDDNHRTSA-N"
1845;"Metolazon";;"17560-51-9";;;;;;;"AQCHWTWZEMGIFD-UHFFFAOYSA-N"
1846;"Valganciclovir";"Valganciclovir";"175865-60-8";"175865-59-5";;;2843;;;"WPVFJKSGQUFQAP-GKAPJAKFSA-N"
1847;"Metergolin";;"17692-51-2";;;;;;;"WZHJKEUHNJHDLS-QTGUNEKASA-N"
1848;"Fluoroethyltyrosin(18-F)";;"178433-03-9";;;;;;;"QZZYPHBVOQMBAT-LRAGLOQXSA-N"
1849;"Caspofungin";;"162808-62-0";"179463-17-3";;;;;;
1850;"Prucalorprid";;"179474-85-2";;;;;;;"QZRSNVSQLGRAID-UHFFFAOYSA-N"
1851;"Bupivacain";"Bupivacain";"18010-40-7";"14252-80-3";;;3305;;;"LEBVLXFERQHONN-UHFFFAOYSA-N"
1852;"Nonacog Gamma";;"181054-95-5";;;;;;;
1853;"Butamirat";;"18109-80-3";"18109-81-4";;;11413;;;"DDVUMDPCZWBYRA-UHFFFAOYSA-N"
1854;"Bromazepam";;"1812-30-2";;;;3628;;;"VMIYHDSEFNYJSL-UHFFFAOYSA-N"
1855;"Tipiracil";;"183204-74-2";"183204-72-0";;;;;;"QQHMKNYGKVVGCZ-UHFFFAOYSA-N"
1856;"Erlotinib";;"183321-74-6";"183319-69-9, 183321-74-2";;;;;;"AAKJLRGGTJKAMG-UHFFFAOYSA-N"
1857;"Ethacridin";;"442-16-0";"1837-57-6, 6402-23-9";;;;;;"CIKWKGFPFXJVGW-UHFFFAOYSA-N"
1858;"Gefitinib";;"184475-35-2";;;;;;;"XGALLCVXEZPNRQ-UHFFFAOYSA-N"
1859;"Natriumlaurylsulfat";;"1847-58-1";;;;;;;"UAJTZZNRJCKXJN-UHFFFAOYSA-M"
1860;"Salbutamol";"Salbutamol";"18559-94-9";"51022-70-9";;;2851;;;"NDAUXUAQIAJITI-UHFFFAOYSA-N"
1861;"Tiotropiumbromid";;"186691-13-4";"136310-93-5";;;;;;"LERNTVKEWCAPOY-FPISHFTHSA-N"
1862;"Ambroxol";;"18683-91-5";"15942-05-9";;;3721;;;"JBDGDEWWOUBZPM-UHFFFAOYSA-N"
1863;"Imepitoin";;"188116-07-6";;;;;;;"IQHYCZKIFIHTAI-UHFFFAOYSA-N"
1864;"Pipamperon";;"1893-33-0";"2448-68-2";;;;;;"AXKPFOAXAHJUAG-UHFFFAOYSA-N"
1865;"Firocoxib";;"189954-96-9";;;;4322;1774;;"FULAPETWGIGNMT-UHFFFAOYSA-N"
1866;"Lenalidomid";;"191732-72-6";;;;;;;"GOTYRUGSSMKFNF-UHFFFAOYSA-N"
1867;"Lopinavir";;"192725-17-0";;;;10438;;;"KJHKTHWMRKYKJE-SUGCFTRWSA-N"
1868;"Pradofloxacin";;"195532-12-8";;;;;;;"LZLXHGFNOWILIY-APPDUMDISA-N"
1869;"Oseltamivir";"Oseltamivir";"196618-13-0";"204255-11-8";;;658;;;"VSZGPKBBMSAYNT-RRFJBIMHSA-N"
1870;"Mesna";;"19767-45-4";;;;;;;"XOGTZOOQQBDUSI-UHFFFAOYSA-M"
1871;"Amiodaron";;"1951-25-3";"19774-82-4";558;;3067;;;"IYIKLHRQXLHMJQ-UHFFFAOYSA-N"
1872;"Trazodon";"Trazodon";"19794-93-5";"25332-39-2";;;10547;;;"PHLBKPHSAVXXEF-UHFFFAOYSA-N"
1873;"Nitroscanat";;"19881-18-6";;;;;1768;;"SVMGVZLUIWGYPH-UHFFFAOYSA-N"
1874;"Atazanavir";"Atazanavir";"198904-31-3";"229975-97-7";;;3012;;;"AXRYRYVKAWYZBR-GASGPIRDSA-N"
1875;"Memantin";"Memantin";"19982-08-2";"41100-52-1";;;3351;;;"BUGYDGFZZOZRHP-UHFFFAOYSA-N"
1876;"Fletason";;"2135-17-3";"2002-29-1";;;;;;"WXURHACBFYSXBI-GQKYHHCASA-N"
1877;"Tenofovir Disoproxil";;"201341-05-1";"202138-50-9   (prodrug)";;;;;;"JFVZFKDSXNQEJW-CQSZACIVSA-N"
1878;"Amilorid";;"2609-46-3";"17440-83-4, 2016-88-8";;;;;;"XSDQTOBWRPYKKA-UHFFFAOYSA-N"
1879;"Bilastin";;"202189-78-4";;;;11034;;;"ACCMWZWAEFYUGZ-UHFFFAOYSA-N"
1880;"Etoricoxib";;"202409-33-4";;;;;;;"MNJVRJDLRVPLFE-UHFFFAOYSA-N"
1881;"Parthenolid";;"20554-84-1";;;;;;;"KTEXNACQROZXEV-PVLRGYAZSA-N"
1882;"Clotiapin";;"2058-52-8";;;;;;;"KAAZGXDPUNNEFN-UHFFFAOYSA-N"
1883;"Ibritomab Tiuxetan";;"206181-63-7";;;;;;;
1884;"Darunavir";"Darunavir";"206361-99-1";"635728-49-3";;;3016;;;"CJBJHOAVZSMMDJ-HEXNFIEUSA-N"
1885;"Propofol";"Propofol";"2078-54-8";;;;3082;1846;;"OLBCVFGFOZPWHH-UHFFFAOYSA-N"
1886;"Micafungin";;"208538-73-2";;;;;;;"KOOAFHGJVIVFMZ-WZPXRXMFSA-M"
1887;"Tafluprost";;"209860-87-7";;;;;;;"WSNODXPBBALQOF-VEJSHDCNSA-N"
1888;"Gliclazid";;"21187-98-4";;;;11022;;;"BOVGTQGAOIONJV-UHFFFAOYSA-N"
1889;"Dabigatran";;"211915-06-9";"593282-20-3";;;;;;
1890;"Mianserin";"Mianserin";"24219-97-4";"21535-47-7";;;3274;;;"UEQUQVLFIPOEMF-UHFFFAOYSA-N"
1891;"Cefapirin";;"21593-23-7";"68121-47-1";;;;1845;;"UQLLWWBDSUHNEB-CZUORRHYSA-N"
1892;"Tulathromycin";;"217500-96-4, 280755-12-6 ";;;;;;;"GUARTUJKFNAVIK-QPTWMBCESA-N"
1893;"Canrenon";;"976-71-6";"2181-04-6";;;;;;"UJVLDDZCTMKXJK-WNHSNXHDSA-N"
1894;"Nifedipin";;"21829-25-4";;;;10721;;;"HYIMSNHJOBLJNT-UHFFFAOYSA-N"
1895;"Hydroxyzin";;"68-88-2";"2192-20-3";;;11024;2977;;"ZQDWXGKKHFNSQK-UHFFFAOYSA-N"
1896;"Robenacoxib";;"220991-32-2";;;;;3002;;"ZEXGDYFACFXQPF-UHFFFAOYSA-N"
1897;"Dexketoprofen";;"22161-81-5";;;;;;;"DKYWVDODHFEZIM-NSHDSACASA-N"
1898;"Carbimazol";;"22232-54-8";;;;;1876;;"CFOYWRHIYXMDOT-UHFFFAOYSA-N"
1899;"Ipratropiumbromid";;"22254-24-6";;;;;;;"LHLMOSXCXGLMMN-CLTUNHJMSA-M"
1900;"Bromocriptin";;"25614-03-3";"22260-51-1";;;;;;"OZVBMTJYIDMWIL-AYFBDAFISA-N"
1901;"Clobazam";;"22316-47-8";;;;3593;;;"CXOXHMZGEKVPMT-UHFFFAOYSA-N"
1902;"Mirabegron";;"223673-61-8";;;;11006;;;"PBAPPPCECJKMCM-IBGZPJMESA-N"
1903;"Vardenafil";;"224785-90-4";"330808-88-3";;;;;;"SECKRCOLJRRGGV-UHFFFAOYSA-N"
1905;"Cinacalcet";;"226256-56-0";"364782-34-3";;;;;;"VDHAWDNDOKGFTD-MRXNPFEDSA-N"
1906;"Fosamprenavir";;"226700-79-4";"226700-81-8";;;;;;"MLBVMOWEQCZNCC-OEMFJLHTSA-N"
1907;"Silibinin";;"22888-70-6";;;;3759;;;"SEBFKMXJBCUCAI-HKTJVKLFSA-N"
1908;"Miconazol";"Miconazol";"22916-47-8";"22832-87-7";;;;;;"BYBLEWFAAKGYCD-UHFFFAOYSA-N"
1909;"Terbutalin";"Terbutalin";"23031-25-6";"23031-32-5";;;;;;"XWTYSIMOBUGWOL-UHFFFAOYSA-N"
1910;"Lapatinib";;"231277-92-2";;;;;;;"BCFGMOOMADDAQU-UHFFFAOYSA-N"
1911;"Oxymetazolin";;"1491-59-4";"2315-02-8";;;;;;"WYWIFABBXFUGLM-UHFFFAOYSA-N"
1912;"Fosfomycin";;"23155-02-4";"78964-85-9";;;4136;;;"YMDXZJFXQJVXBF-STHAYSLISA-N"
1913;"Doxorubicin";;"23214-92-8";"25316-40-9";;;3856;;;"AOJJSUZBOXZQNB-TZSSRYMLSA-N"
1914;"Cefovecin";;"234096-34-5";"141195-77-9";;;;1799;;"ZJGQFXVQDVCVOK-LTRDADOWSA-N"
1915;"Proligeston";;"23873-85-0";;;;;;;"MQSDUYIXZDSLSZ-QSDCUGRSSA-N"
1916;"Carbocistein";;"638-23-3";"2387-59-9";;;11263;;;"GBFLZEXEOZUWRN-VKHMYHEASA-N"
1917;"Articain";;"23964-58-1";"23964-57-0";;;;;;"QTGIAADRBBLJGA-UHFFFAOYSA-N"
1918;"Econazol";;"24169-02-6";;;;10280;;;"DDXORDQKGIZAME-UHFFFAOYSA-N"
1919;"Solifenacin";;"242478-37-1";"242478-38-2";;;;;;"FBOUYBDGKBSUES-VXKWHMMOSA-N"
1920;"Bufexamac";"Bufexamac";"2438-72-4";;;;3322;;;"MXJWRABVEGLYDG-UHFFFAOYSA-N"
1921;"Sulfadoxin";;"2447-57-6";;;;;1784;;"PJSFRIWCGOHTNF-UHFFFAOYSA-N"
1922;"Vareniclin";;"249296-44-4";"375815-87-5";;;3636;;;"JQSHBVHOMNKWFT-UHFFFAOYSA-N"
1923;"Clobetasol";;"25122-46-7";;;;;;;"CBGUOGMQLZIXBE-XGQKBEPLSA-N"
1924;"Clobetason";;"54063-32-0";"25122-57-0";;;;;;"XXIFVOHLGBURIG-OZCCCYNHSA-N"
1925;"Ceftobiprol";;"209467-52-7";"252188-71-9";;;;;;"VOAZJEPQLGBXGO-SDAWRPRTSA-N"
1926;"Dipropylenglycol";;"25265-71-8 ";;;;;;;
1927;"Kanamycin";;"59-01-8";;;;;;;"OOYGSFOGFJDDHP-KMCOLRRFSA-N"
1928;"Levothyroxin";;"51-48-9";"55-03-8, 25416-65-3";;;;3004;;"XUIIKFGFIJCVMT-LBPRGKRZSA-N"
1929;"Felbamat";;"25451-15-4";;;;;;;"WKGXYQFOCVYPAC-UHFFFAOYSA-N"
1930;"Molsidomin";;"25717-80-0";;;;;;;"XLFWDASMENKTKL-UHFFFAOYSA-N"
1931;"HYNIC-TOC trifluoroacetate";;"257943-19-4";;;;;;;
1932;"Gemfibrozil";"Gemfibrozil";"25812-30-0";;;;3071;;;"HEMJJKBWTPKOJG-UHFFFAOYSA-N"
1933;"Cefazolin";;"25953-19-9";"27164-46-1";;;3663;1910;;"MLYYVTUWGNIJIB-BXKDBHETSA-N"
1935;"Etamsylat";;"2624-44-4";;;;;3601;;"HBGOLJKPSFNJSD-UHFFFAOYSA-N"
1936;"Nandrolon";;"434-22-0";"26490-31-3";;;10528;1861;;"NPAGDVCDWIYMMC-IZPLOLCNSA-N"
1937;"Cimicoxib";;"265114-23-6";;;;;;;"KYXDNECMRLFQMZ-UHFFFAOYSA-N"
1938;"Fosaprepitant";;"265121-04-8";;;;;;;"VRQHBYGYXDWZDL-OOZCZQCLSA-N"
1939;"nonoxinol-9 ";;"26571-11-9";;;;;;;
1940;"disodium undecylenamido MEA-sulfosuccinate";;"26650-05-5";;;;;;;"UJANBUQPBCDVSB-UHFFFAOYSA-L"
1941;"Isofluran";;"26675-46-7";;;;3968;1804;;"PIWKPBJCKXDKJR-UHFFFAOYSA-N"
1942;"Indapamid";;"26807-65-8";;;;3686;;;"NDDAHWYSQHTHNT-UHFFFAOYSA-N"
1943;"Timolol";"Timolol";"26839-75-8";"26839-77-0";;;3210;;;"BLJRIMJGRPQVNF-JTQLQIEISA-N"
1944;"Etravirin";;"269055-15-4";;;;;;;"PYGWGZALEOIKDF-UHFFFAOYSA-N"
1945;"Glibornurid";;"26944-48-9";;;;;;;"RMTYNAPTNBJHQI-LLDVTBCESA-N"
1946;"Flupentixol";;"2709-56-0";"2413-38-9";;;;;;"NJMYODHXAKYRHW-BLLMUTORSA-N"
1947;"Tilidin";"Tilidin";"27107-79-5";"(prodrug von nortilidin)";;;3329;;;"MUWDJVKYGSDUSH-KALLACGZSA-N"
1948;"Ketazolam";;"27223-35-4";;;;;;;"PWAJCNITSBZRBL-UHFFFAOYSA-N"
1949;"Levobupivacain";;"27262-47-1";"27262-48-2";;;;;;"LEBVLXFERQHONN-INIZCTEOSA-N"
1950;"Ticagrelor";;"274693-27-5";;;;10954;;;"OEKWJQXRCDYSHL-FNOIDJSQSA-N"
1951;"Suxibuzon";;"27470-51-5";;;;;1815;;"ONWXNHPOAGOMTG-UHFFFAOYSA-N"
1952;"Vildagliptin";"Vildagliptin";"274901-16-5";;;;3146;;;"SYOKIDBDQMKNDQ-XWTIBIIYSA-N"
1953;"Isoconazol";;"27523-40-6";"40036-10-0";;;;;;"MPIPASJGOJYODL-UHFFFAOYSA-N"
1954;"Mebeverin";;"3625-07-6";"2753-45-9";;;;;;"VYVKHNNGDFVQGA-UHFFFAOYSA-N"
1955;"Imidocarb";;"27885-92-3";"55750-06-6";;;3911;;;"SCEVFJUWLLRELN-UHFFFAOYSA-N"
1956;"Poly(styrolsulfonsäure)";;"28210-41-5";;;;;;;"MAGFQRLKWCCTQJ-UHFFFAOYSA-N"
1957;"Sorafenib";;"284461-73-0";"475207-59-1";;;;;;"MLDQJTXFUGDVEO-UHFFFAOYSA-N"
1958;"Sevofluran";;"28523-86-6";;;;;;;"DFEYYRMXOJXZRJ-UHFFFAOYSA-N"
1959;"Fesoterodin";;"286930-02-7";"286930-03-8";;;;;;"DCCSDBARQIPTGU-HSZRJFAPSA-N"
1960;"Dasatinib";;"302962-49-8";;;;10690;;;"ZBNZXTGUTAYRHI-UHFFFAOYSA-N"
1961;"Succimer";;"304-55-2";;;;;;;"ACTRVOBWPAIOHC-XIXRPRMCSA-N"
1962;"Chlorambucil";;"305-03-3";;;;;;;"JCKYGMPEJWAADB-UHFFFAOYSA-N"
1963;"Zidovudin";"Zidovudin";"30516-87-1";;;;3287;;;"HBOMLICNUCNMMY-XLPZGREQSA-N"
1964;"Etofenamat";;"30544-47-9";;;;;;;"XILVEPYQJIOVNB-UHFFFAOYSA-N"
1965;"Suxamethonium";;"306-40-1";"6101-15-1";;;;;;"AXOIZCJOOAYSMI-UHFFFAOYSA-N"
1966;"Deferipron";;"30652-11-0";;;;;;;"TZXKOCQBRNJULO-UHFFFAOYSA-N"
1967;"Halcinonid";;"3093-35-4";;;;;;;"MUQNGPZZQDCDFT-JNQJZLCISA-N"
1968;"Indacaterol";;"312753-06-3";"753498-25-8";;;;;;"QZZUEBNBZAPZLX-QFIPXVFZSA-N"
1969;"Naftidrofuryl";;"31329-57-4";"3200-06-4";;;;;;"KBAFPSLPKGSANY-UHFFFAOYSA-N"
1970;"Zolazepam";;"31352-82-6";;;;;;;"GDSCFOSHSOWNDL-UHFFFAOYSA-N"
1971;"Flubendazol";;"31430-15-6";;511;;3659;3798;;"CPEUVMUXAHMANV-UHFFFAOYSA-N"
1972;"Mebendazol";;"31431-39-7";;;;3668;;;"OPXLLQIJSORQAM-UHFFFAOYSA-N"
1973;"Allopurinol";"Allopurinol";"315-30-0";;;;3336;;;"OFCNXPDARWKPPY-UHFFFAOYSA-N"
1974;"Morclofon";;"31848-01-8";;;;;;;"KVCJCEKJKGLBOK-UHFFFAOYSA-N"
1975;"Azacitidin";;"320-67-2";;;;;;;"NMUSYJAQQFHJEW-KVTDHHQDSA-N"
1976;"Benserazid";;"322-35-0";"14919-77-8";;;2853;;;"BNQDCRGUHNALGH-UHFFFAOYSA-N"
1977;"Dextilidin ";;"32447-90-8";;;;3329;;;"WDEFBBTXULIOBB-WBVHZDCISA-N"
1978;"Labetalol";;"36894-69-6";"32780-64-6";;;;;;"SGUAFYQXFOLMHL-UHFFFAOYSA-N"
1979;"Tildipirosin";;"328898-40-4";;;;;1938;;"HNDXPZPJZGTJLJ-ZQFISELQSA-N"
1980;"Tobramycin";;"32986-56-4";"49842-07-1";;;3879;;;"NLVFBUXFDBBNBW-PBSUHMDJSA-N"
1981;"Paclitaxel";;"33069-62-4";;;;;;;"RCINICONZNJXQF-MZXODVADSA-N"
1982;"Avanafil";;"330784-47-9";;;;;;;"WEAJZXNPAWBCOA-INIZCTEOSA-N"
1983;"Etomidat";;"33125-97-2";;;;;;;"NPUKDXXFDDZOKR-UHFFFAOYSA-N"
1984;"Diltiazem";;"42399-41-7";"33286-22-5";;;3017;1863;;"HSUGRBWQSSZJOP-RTWAWAEBSA-N"
1985;"Ethylendiamin";;"107-15-3";"333-18-6";;;;;;"PIICEJLVQHRZGT-UHFFFAOYSA-N"
1986;"Methyl-5-amino-4-oxopentanoat";;"33320-16-0";;;;;;;"YUUAYBAIHCDHHD-UHFFFAOYSA-N"
1987;"Etoposid";;"33419-42-0";"117091-64-2";;;11080;;;"VJJPUSNTGOMMGY-MRVIYFEKSA-N"
1990;"Icodextrin";;"337376-15-5";;;;;;;
1991;"Hydrocodon";"Hydrocodon";"125-29-1";"34195-34-1";;;3332;;;"LLPOLZWFYMWNKH-CMKMFDCUSA-N"
1992;"DL-Lysin-Acetylsalicylat";;"34220-70-7";;;;;;;
1993;"Telbivudin";;"3424-98-4";;;;;;;"IQFYYKKMVGJFEH-CSMHCCOUSA-N"
1994;"Sugammadex";;"343306-71-8";"343306-79-6";;;;;;"WHRODDIHRRDWEW-VTHZAVIASA-N"
1995;"Dobutamin";;"34368-04-2";"52663-81-7";;;;;;"JRWZLRBJNMZMFE-UHFFFAOYSA-N"
1996;"Cefamandol";;"34444-01-4";"57268-80-1";;;;;;"OLVCFLKTBJRLHI-AXAPSJFSSA-N"
1997;"Ketotifen";;"34580-13-7";"34580-14-8";;;10778;;;"ZCVMWBYGMWKGHF-UHFFFAOYSA-N"
1998;"Urapidil";;"34661-75-1";"64887-14-5";;;;;;"ICMGLRUYEQNHPF-UHFFFAOYSA-N"
1999;"Clidiniumbromid";;"3485-62-9";;;;;;;"GKEGFOKQMZHVOW-UHFFFAOYSA-M"
2000;"Gonadorelin";;"33515-09-2";"9034-40-6, 34973-08-5";;;;;;"XLXSAKCOAKORKW-AQJXLSMYSA-N"
2001;"Oxybas";;"502-85-2";"591-81-1";;;10714;;;"XYGBKMMCQDZQOZ-UHFFFAOYSA-M"
2002;"Vilanterol";;"503068-34-6";"503070-58-4";;;;;;"DAFYYTQWSAWIGS-DEOSSOPVSA-N"
2003;"Phenylbutazon";;"50-33-9";;;;3615;1775;;"VYMDGNCVAMGZFE-UHFFFAOYSA-N"
2004;"Apixaban";"Apixaban";"503612-47-3";;;;11042;;;"QNZCBYKSOIHPEH-UHFFFAOYSA-N"
2005;"Mercaptopurin";;"50-44-2";;;;;;;"GLVAUDGFNGKCSF-UHFFFAOYSA-N"
2006;"Amitriptylin";"Amitriptylin";"50-48-6";"549-18-8";;;2821;2962;;"KRMDCWKBEZIMAB-UHFFFAOYSA-N"
